Order ID,Customer Name,Order Date,Product Category,Quantity,Price,Total Amount,Country
ORD12177,Customer_2177,2023-04-01 17:00:00,Books,4,225.78,903.12,France
ORD11815,Customer_1815,2023-03-17 15:00:00,Home,9,403.1,3627.9,United Kingdom
ORD10361,Customer_361,2023-01-16 01:00:00,Home,1,84.17,84.17,United States
ORD11251,Customer_1251,2023-02-22 03:00:00,Books,2,496.54,1254.8823322932917,France
ORD11352,Customer_1352,2023-02-26 08:00:00,Electronics,9,261.97,2357.7300000000005,Canada
ORD12096,Customer_2096,2023-03-29 08:00:00,Electronics,5,51.34,256.70000000000005,United Kingdom
ORD11912,Customer_1912,2023-03-21 16:00:00,Home,9,314.07,2826.63,U.K.
ORD12174,Customer_2174,2023-04-01 14:00:00,Clothing,3,426.03,1278.09,Canada
ORD12368,Customer_2368,2023-04-09 16:00:00,Sports,4,96.84,1254.8823322932917,United Kingdom
ORD11017,Customer_1017,2023-02-12 09:00:00,Sports,1,377.66,377.66,United States
ORD11507,Customer_1507,2023-03-04 19:00:00,Clothing,9,126.06,1254.8823322932917,Canada
ORD10240,Customer_240,2023-01-11 00:00:00,Books,9,39.0,351.0,Germany
ORD11532,Customer_1532,2023-03-05 20:00:00,Electronics,4,410.38,1641.52,U.K.
ORD10582,Customer_582,2023-01-25 06:00:00,Electronics,7,433.68,3035.76,France
ORD10978,Customer_978,2023-02-10 18:00:00,Books,6,477.73,2866.38,United States
ORD10772,Customer_772,2023-02-02 04:00:00,Home,5,253.65,1268.25,Germany
ORD11641,Customer_1641,2023-03-10 09:00:00,Books,1,375.75,375.75,Canada
ORD12471,Customer_2471,2023-04-13 23:00:01,Home,5,149.1,745.5,Germany
ORD10350,Customer_350,2023-01-15 14:00:00,Clothing,2,456.75,913.5,United States
ORD12476,Customer_2476,2023-04-14 04:00:00,Electronics,4,197.42,789.68,United States
ORD11576,Customer_1576,2023-03-07 16:00:00,Clothing,2,40.26,80.52,France
ORD11862,Customer_1862,2023-03-19 14:00:00,Clothing,1,253.78,253.78,Germany
ORD11451,Customer_1451,2023-03-02 11:00:00,Electronics,3,221.67,665.01,United Kingdom
ORD11001,Customer_1001,2023-02-11 17:00:00,Home,1,67.94,67.94,Canada
ORD12081,Customer_2081,2023-03-28 17:00:00,Electronics,6,90.17,541.02,France
ORD12475,Customer_2475,2023-04-14 03:00:00,Books,6,308.92,1853.52,France
ORD10958,Customer_958,2023-02-09 22:00:00,Books,8,314.38,2515.04,U.K.
ORD12227,Customer_2227,2023-04-03 19:00:01,Electronics,4,305.92,1223.68,United States
ORD12220,Customer_2220,2023-04-03 12:00:00,Sports,7,331.84,2322.88,Canada
ORD11000,Customer_1000,2023-02-11 16:00:00,Home,7,335.23,2346.61,United Kingdom
ORD11406,Customer_1406,2023-02-28 14:00:00,Sports,5,295.44,1254.8823322932917,United Kingdom
ORD10538,Customer_538,2023-01-23 10:00:00,Clothing,2,167.16,334.32,Canada
ORD11236,Customer_1236,2023-02-21 12:00:00,Electronics,9,437.08,3933.72,U.K.
ORD11230,Customer_1230,2023-02-21 06:00:00,Books,6,382.56,2295.36,France
ORD12134,Customer_2134,2023-03-30 22:00:00,Sports,5,477.96,2389.8,United Kingdom
ORD11530,Customer_1530,2023-03-05 18:00:00,Sports,2,119.57,239.14,United Kingdom
ORD12426,Customer_2426,2023-04-12 02:00:00,Sports,3,447.2,1341.6,U.K.
ORD11659,Customer_1659,2023-03-11 03:00:00,Home,7,456.75,3197.25,Germany
ORD11196,Customer_1196,2023-02-19 20:00:00,Clothing,7,474.77,3323.39,Canada
ORD11791,Customer_1791,2023-03-16 15:00:00,Sports,9,111.2,1254.8823322932917,Canada
ORD12175,Customer_2175,2023-04-01 15:00:00,Sports,1,227.39,227.39,Canada
ORD10123,Customer_123,2023-01-06 03:00:00,Books,8,256.74,2053.92,France
ORD12407,Customer_2407,2023-04-11 07:00:01,Electronics,8,224.67,1797.36,Germany
ORD11672,Customer_1672,2023-03-11 16:00:01,Sports,7,116.69,816.8299999999999,France
ORD10618,Customer_618,2023-01-26 18:00:00,Home,8,137.85,1102.8,Canada
ORD10406,Customer_406,2023-01-17 22:00:00,Electronics,1,123.33,123.33,United States
ORD12406,Customer_2406,2023-04-11 06:00:00,Electronics,5,374.21,1871.05,Germany
ORD11385,Customer_1385,2023-02-27 17:00:00,Sports,9,486.67,4380.03,United Kingdom
ORD10929,Customer_929,2023-02-08 17:00:00,Sports,8,243.4,1947.2,United States
ORD10497,Customer_497,2023-01-21 17:00:00,Electronics,1,10.81,10.81,Germany
ORD11825,Customer_1825,2023-03-18 01:00:00,Sports,5,48.68,243.4,Canada
ORD10342,Customer_342,2023-01-15 06:00:00,Books,7,37.99,265.93,Canada
ORD12025,Customer_2025,2023-03-26 09:00:00,Sports,5,15.17,75.85,United States
ORD10299,Customer_299,2023-01-13 11:00:00,Electronics,4,298.17,1192.68,United States
ORD12273,Customer_2273,2023-04-05 17:00:00,Home,3,446.74,1340.22,France
ORD10729,Customer_729,2023-01-31 09:00:00,Electronics,2,19.81,39.62,United States
ORD10821,Customer_821,2023-02-04 05:00:00,Home,6,248.73,1492.38,Canada
ORD10783,Customer_783,2023-02-02 15:00:00,Books,2,51.29,102.58,Germany
ORD11737,Customer_1737,2023-03-14 09:00:00,Sports,5,66.72,333.6,Germany
ORD11366,Customer_1366,2023-02-26 22:00:00,Electronics,8,473.97,3791.76,Germany
ORD10220,Customer_220,2023-01-10 04:00:00,Clothing,4,250.04,1254.8823322932917,Canada
ORD11317,Customer_1317,2023-02-24 21:00:00,Clothing,8,140.9,1127.2,Canada
ORD10705,Customer_705,2023-01-30 09:00:00,Home,4,437.59,1750.36,U.K.
ORD10449,Customer_449,2023-01-19 17:00:00,Clothing,2,159.08,318.16,United States
ORD11186,Customer_1186,2023-02-19 10:00:00,Electronics,6,88.71,532.26,United Kingdom
ORD10084,Customer_84,2023-01-04 12:00:00,Electronics,1,397.79,397.79,United Kingdom
ORD11207,Customer_1207,2023-02-20 07:00:00,Books,6,426.47,2558.82,France
ORD10621,Customer_621,2023-01-26 21:00:00,Clothing,3,352.8,1058.4,Canada
ORD10266,Customer_266,2023-01-12 02:00:00,Home,8,31.22,249.76,Germany
ORD12187,Customer_2187,2023-04-02 03:00:00,Home,1,376.57,376.57,United Kingdom
ORD10290,Customer_290,2023-01-13 02:00:00,Books,1,25.16,25.16,United States
ORD10807,Customer_807,2023-02-03 15:00:00,Books,2,398.03,796.06,Germany
ORD11048,Customer_1048,2023-02-13 16:00:00,Books,3,96.08,288.24,Germany
ORD10416,Customer_416,2023-01-18 08:00:00,Clothing,2,472.35,944.7,France
ORD10472,Customer_472,2023-01-20 16:00:00,Clothing,2,236.67,473.34,United States
ORD12307,Customer_2307,2023-04-07 03:00:01,Electronics,9,430.6,3875.4,U.K.
ORD10998,Customer_998,2023-02-11 14:00:00,Home,3,151.73,455.19,United States
ORD12226,Customer_2226,2023-04-03 18:00:00,Books,1,151.2,151.2,United States
ORD12297,Customer_2297,2023-04-06 17:00:01,Sports,7,371.24,2598.6800000000003,U.K.
ORD10654,Customer_654,2023-01-28 06:00:00,Sports,9,297.39,2676.51,United Kingdom
ORD11977,Customer_1977,2023-03-24 09:00:00,Home,4,309.35,1237.4,Germany
ORD11243,Customer_1243,2023-02-21 19:00:01,Clothing,5,221.79,1108.95,Germany
ORD10343,Customer_343,2023-01-15 07:00:00,Home,7,77.44,542.0799999999999,France
ORD12482,Customer_2482,2023-04-14 10:00:00,Clothing,8,427.12,3416.96,France
ORD12382,Customer_2382,2023-04-10 06:00:01,Home,8,242.61,1940.88,United States
ORD11134,Customer_1134,2023-02-17 06:00:00,Books,7,37.3,261.1,Canada
ORD10278,Customer_278,2023-01-12 14:00:00,Books,9,350.07,3150.63,U.K.
ORD11089,Customer_1089,2023-02-15 09:00:00,Electronics,4,473.23,1892.92,France
ORD10930,Customer_930,2023-02-08 18:00:00,Clothing,1,338.18,338.18,Germany
ORD11368,Customer_1368,2023-02-27 00:00:00,Home,2,205.0,410.0,Canada
ORD11283,Customer_1283,2023-02-23 11:00:00,Clothing,9,71.06,639.54,Canada
ORD10018,Customer_18,2023-01-01 18:00:00,Electronics,6,317.78,1906.68,Canada
ORD10613,Customer_613,2023-01-26 13:00:00,Books,4,398.63,1594.52,U.K.
ORD10643,Customer_643,2023-01-27 19:00:00,Books,7,463.89,3247.23,Germany
ORD12478,Customer_2478,2023-04-14 06:00:00,Sports,6,22.18,133.07999999999998,U.K.
ORD12195,Customer_2195,2023-04-02 11:00:00,Home,2,370.27,740.54,France
ORD11874,Customer_1874,2023-03-20 02:00:00,Electronics,7,236.68,1656.76,United States
ORD11410,Customer_1410,2023-02-28 18:00:00,Books,7,436.11,3052.77,United Kingdom
ORD11786,Customer_1786,2023-03-16 10:00:00,Clothing,3,140.45,421.35,Canada
ORD12058,Customer_2058,2023-03-27 18:00:00,Home,3,403.89,1211.67,United Kingdom
ORD12491,Customer_2491,2023-04-14 19:00:00,Sports,7,73.92,517.44,United Kingdom
ORD12204,Customer_2204,2023-04-02 20:00:00,Sports,9,199.75,1797.75,United States
ORD11010,Customer_1010,2023-02-12 02:00:00,Electronics,1,148.33,148.33,Germany
ORD11763,Customer_1763,2023-03-15 11:00:00,Sports,7,353.67,2475.69,Canada
ORD12335,Customer_2335,2023-04-08 07:00:01,Clothing,7,10.78,75.46,United Kingdom
ORD10680,Customer_680,2023-01-29 08:00:00,Sports,2,408.04,816.08,Canada
ORD10786,Customer_786,2023-02-02 18:00:00,Clothing,7,144.32,1010.24,U.K.
ORD11244,Customer_1244,2023-02-21 20:00:00,Electronics,2,54.83,109.66,United Kingdom
ORD11608,Customer_1608,2023-03-09 00:00:00,Electronics,3,26.86,80.58,United States
ORD12477,Customer_2477,2023-04-14 05:00:00,Clothing,5,159.22,796.1,Germany
ORD10219,Customer_219,2023-01-10 03:00:00,Electronics,1,367.82,367.82,Canada
ORD10601,Customer_601,2023-01-26 01:00:00,Home,3,379.72,1139.16,United States
ORD12162,Customer_2162,2023-04-01 02:00:00,Books,6,369.11,2214.66,Germany
ORD11376,Customer_1376,2023-02-27 08:00:00,Books,7,352.77,2469.39,Canada
ORD10303,Customer_303,2023-01-13 15:00:00,Sports,6,309.71,1858.26,France
ORD12030,Customer_2030,2023-03-26 14:00:00,Electronics,1,170.6,170.6,Canada
ORD11995,Customer_1995,2023-03-25 03:00:00,Electronics,3,287.21,861.6299999999999,Canada
ORD11518,Customer_1518,2023-03-05 06:00:00,Home,3,260.15,780.4499999999999,Germany
ORD11490,Customer_1490,2023-03-04 02:00:00,Books,1,345.15,345.15,United States
ORD11582,Customer_1582,2023-03-07 22:00:00,Home,9,137.72,1239.48,Germany
ORD10344,Customer_344,2023-01-15 08:00:00,Clothing,4,10.46,41.84,France
ORD11027,Customer_1027,2023-02-12 19:00:00,Clothing,5,154.52,772.6,United Kingdom
ORD12360,Customer_2360,2023-04-09 08:00:00,Clothing,2,438.16,876.32,Germany
ORD10647,Customer_647,2023-01-27 23:00:00,Sports,9,280.45,2524.05,Germany
ORD12374,Customer_2374,2023-04-09 22:00:00,Books,8,24.27,194.16,Canada
ORD11807,Customer_1807,2023-03-17 07:00:00,Books,8,311.93,2495.44,U.K.
ORD11537,Customer_1537,2023-03-06 01:00:00,Sports,8,290.98,2327.84,U.K.
ORD12295,Customer_2295,2023-04-06 15:00:00,Books,5,112.61,563.05,Canada
ORD11546,Customer_1546,2023-03-06 10:00:00,Home,9,143.0,1287.0,United States
ORD11505,Customer_1505,2023-03-04 17:00:00,Home,3,277.04,831.1200000000001,U.K.
ORD11071,Customer_1071,2023-02-14 15:00:00,Books,9,33.06,297.54,Canada
ORD11278,Customer_1278,2023-02-23 06:00:00,Clothing,4,227.87,911.48,United States
ORD10192,Customer_192,2023-01-09 00:00:00,Home,2,385.33,770.66,U.K.
ORD10174,Customer_174,2023-01-08 06:00:00,Home,5,231.27,1156.35,Canada
ORD11913,Customer_1913,2023-03-21 17:00:00,Books,8,322.79,2582.32,United States
ORD10104,Customer_104,2023-01-05 08:00:01,Electronics,4,177.51,710.04,United Kingdom
ORD12149,Customer_2149,2023-03-31 13:00:00,Home,3,104.42,313.26,Germany
ORD12136,Customer_2136,2023-03-31 00:00:00,Home,8,162.49,1299.92,United Kingdom
ORD11011,Customer_1011,2023-02-12 03:00:00,Books,4,296.8,1187.2,Germany
ORD10668,Customer_668,2023-01-28 20:00:00,Clothing,2,428.29,856.58,United States
ORD10128,Customer_128,2023-01-06 08:00:00,Sports,3,228.24,684.72,United States
ORD10340,Customer_340,2023-01-15 04:00:00,Electronics,3,322.86,968.58,United Kingdom
ORD11957,Customer_1957,2023-03-23 13:00:00,Electronics,4,364.3,1457.2,France
ORD11865,Customer_1865,2023-03-19 17:00:01,Books,1,47.54,47.54,Canada
ORD11475,Customer_1475,2023-03-03 11:00:00,Home,2,91.06,182.12,United Kingdom
ORD12212,Customer_2212,2023-04-03 04:00:00,Sports,3,312.75,938.25,United States
ORD10307,Customer_307,2023-01-13 19:00:00,Home,1,90.66,1254.8823322932917,United Kingdom
ORD10637,Customer_637,2023-01-27 13:00:00,Sports,3,414.71,1244.13,U.K.
ORD10383,Customer_383,2023-01-16 23:00:00,Home,1,384.94,384.94,Canada
ORD11486,Customer_1486,2023-03-03 22:00:00,Clothing,1,110.75,110.75,United States
ORD10157,Customer_157,2023-01-07 13:00:01,Sports,8,13.59,108.72,United States
ORD12437,Customer_2437,2023-04-12 13:00:00,Sports,2,284.26,568.52,United Kingdom
ORD10177,Customer_177,2023-01-08 09:00:00,Electronics,6,400.28,2401.68,France
ORD10426,Customer_426,2023-01-18 18:00:00,Electronics,1,322.79,322.79,France
ORD10494,Customer_494,2023-01-21 14:00:00,Sports,3,162.67,488.01,U.K.
ORD12040,Customer_2040,2023-03-27 00:00:00,Home,8,103.38,827.04,United States
ORD11290,Customer_1290,2023-02-23 18:00:00,Clothing,4,90.14,360.56,United States
ORD11088,Customer_1088,2023-02-15 08:00:00,Home,3,248.83,746.49,Germany
ORD10184,Customer_184,2023-01-08 16:00:00,Clothing,9,33.02,297.18,United States
ORD11321,Customer_1321,2023-02-25 01:00:00,Books,2,373.73,747.46,United States
ORD12188,Customer_2188,2023-04-02 04:00:00,Electronics,4,112.06,448.24,France
ORD11911,Customer_1911,2023-03-21 15:00:00,Clothing,9,163.6,1472.4,United Kingdom
ORD11014,Customer_1014,2023-02-12 06:00:00,Books,9,74.22,667.98,Germany
ORD11628,Customer_1628,2023-03-09 20:00:00,Sports,3,479.95,1439.85,France
ORD11018,Customer_1018,2023-02-12 10:00:00,Clothing,1,162.25,162.25,France
ORD11058,Customer_1058,2023-02-14 02:00:00,Clothing,4,233.8,935.2,United States
ORD11468,Customer_1468,2023-03-03 04:00:01,Electronics,8,448.59,3588.72,United Kingdom
ORD10489,Customer_489,2023-01-21 09:00:00,Clothing,5,145.67,728.3499999999999,U.K.
ORD11199,Customer_1199,2023-02-19 23:00:00,Clothing,2,384.29,768.58,France
ORD12228,Customer_2228,2023-04-03 20:00:00,Home,2,34.3,68.6,United States
ORD10690,Customer_690,2023-01-29 18:00:00,Sports,7,439.54,3076.78,Germany
ORD12440,Customer_2440,2023-04-12 16:00:00,Home,8,200.15,1601.2,United States
ORD11744,Customer_1744,2023-03-14 16:00:00,Electronics,3,347.7,1043.1,U.K.
ORD10756,Customer_756,2023-02-01 12:00:00,Sports,1,36.35,1254.8823322932917,Germany
ORD12434,Customer_2434,2023-04-12 10:00:00,Home,6,83.39,500.34,United States
ORD11728,Customer_1728,2023-03-14 00:00:00,Home,9,490.33,4412.97,United States
ORD11932,Customer_1932,2023-03-22 12:00:00,Home,6,343.19,2059.14,Germany
ORD10118,Customer_118,2023-01-05 22:00:00,Electronics,9,419.33,3773.97,United States
ORD11814,Customer_1814,2023-03-17 14:00:00,Clothing,7,383.94,2687.58,United States
ORD10281,Customer_281,2023-01-12 17:00:00,Sports,3,213.6,640.8,France
ORD12366,Customer_2366,2023-04-09 14:00:00,Books,9,132.44,1254.8823322932917,U.K.
ORD12180,Customer_2180,2023-04-01 20:00:00,Sports,3,295.7,1254.8823322932917,United Kingdom
ORD12097,Customer_2097,2023-03-29 09:00:00,Electronics,8,345.65,2765.2,United States
ORD10356,Customer_356,2023-01-15 20:00:01,Home,7,403.84,2826.88,United States
ORD10862,Customer_862,2023-02-05 22:00:00,Books,4,135.12,540.48,United Kingdom
ORD10969,Customer_969,2023-02-10 09:00:00,Sports,5,317.46,1587.3,U.K.
ORD11299,Customer_1299,2023-02-24 03:00:00,Home,4,384.74,1538.96,United States
ORD11952,Customer_1952,2023-03-23 08:00:00,Sports,6,443.92,2663.52,Canada
ORD10366,Customer_366,2023-01-16 06:00:00,Home,9,482.95,1254.8823322932917,Canada
ORD11360,Customer_1360,2023-02-26 16:00:01,Sports,8,41.48,331.84,Germany
ORD10555,Customer_555,2023-01-24 03:00:00,Sports,2,476.18,952.36,Germany
ORD12118,Customer_2118,2023-03-30 06:00:00,Books,3,61.56,184.68,United Kingdom
ORD11506,Customer_1506,2023-03-04 18:00:00,Electronics,6,52.52,315.12,U.K.
ORD11419,Customer_1419,2023-03-01 03:00:00,Clothing,9,499.18,4492.62,United States
ORD10489,Customer_489,2023-01-21 09:00:01,Clothing,6,145.67,874.02,U.K.
ORD10203,Customer_203,2023-01-09 11:00:00,Electronics,5,250.3,1251.5,France
ORD12075,Customer_2075,2023-03-28 11:00:00,Home,1,354.06,354.06,Germany
ORD11965,Customer_1965,2023-03-23 21:00:00,Electronics,7,54.01,378.07,U.K.
ORD10120,Customer_120,2023-01-06 00:00:00,Clothing,1,226.16,226.16,United Kingdom
ORD10283,Customer_283,2023-01-12 19:00:00,Home,8,128.86,1030.88,United Kingdom
ORD10575,Customer_575,2023-01-24 23:00:00,Sports,3,458.75,1376.25,Canada
ORD11517,Customer_1517,2023-03-05 05:00:00,Books,2,221.18,1254.8823322932917,United States
ORD12298,Customer_2298,2023-04-06 18:00:00,Sports,5,317.38,1586.9,Germany
ORD11650,Customer_1650,2023-03-10 18:00:00,Home,4,43.96,175.84,United States
ORD12260,Customer_2260,2023-04-05 04:00:00,Clothing,5,208.85,1044.25,United States
ORD10275,Customer_275,2023-01-12 11:00:00,Books,9,165.48,1489.32,United States
ORD12186,Customer_2186,2023-04-02 02:00:00,Home,6,156.63,939.78,United States
ORD10256,Customer_256,2023-01-11 16:00:00,Electronics,6,181.43,1088.58,United Kingdom
ORD10360,Customer_360,2023-01-16 00:00:00,Home,2,444.28,888.56,United Kingdom
ORD11326,Customer_1326,2023-02-25 06:00:00,Books,5,227.97,1139.85,France
ORD10604,Customer_604,2023-01-26 04:00:00,Books,3,353.46,1060.38,Canada
ORD11025,Customer_1025,2023-02-12 17:00:00,Sports,8,227.35,1254.8823322932917,Germany
ORD11765,Customer_1765,2023-03-15 13:00:00,Books,8,34.26,1254.8823322932917,Canada
ORD10629,Customer_629,2023-01-27 05:00:00,Home,5,244.09,1254.8823322932917,United Kingdom
ORD11472,Customer_1472,2023-03-03 08:00:00,Books,3,251.77,755.3100000000001,Canada
ORD12104,Customer_2104,2023-03-29 16:00:00,Clothing,9,164.55,1480.95,Canada
ORD11041,Customer_1041,2023-02-13 09:00:00,Clothing,4,413.12,1652.48,France
ORD10286,Customer_286,2023-01-12 22:00:00,Home,4,61.29,245.16,United States
ORD11513,Customer_1513,2023-03-05 01:00:00,Sports,3,36.8,110.4,France
ORD11094,Customer_1094,2023-02-15 14:00:00,Books,5,446.32,2231.6,Germany
ORD11389,Customer_1389,2023-02-27 21:00:00,Home,5,371.04,1855.2,U.K.
ORD11502,Customer_1502,2023-03-04 14:00:00,Home,6,231.66,1389.96,France
ORD10423,Customer_423,2023-01-18 15:00:00,Clothing,3,50.16,150.48,United Kingdom
ORD12079,Customer_2079,2023-03-28 15:00:00,Home,5,20.63,103.15,United States
ORD11468,Customer_1468,2023-03-03 04:00:00,Electronics,8,448.59,3588.72,United Kingdom
ORD11990,Customer_1990,2023-03-24 22:00:00,Sports,8,129.33,1034.64,Germany
ORD10162,Customer_162,2023-01-07 18:00:00,Sports,8,108.9,1254.8823322932917,U.K.
ORD10065,Customer_65,2023-01-03 17:00:00,Home,9,67.07,603.6299999999999,France
ORD11918,Customer_1918,2023-03-21 22:00:00,Sports,7,240.95,1686.65,Canada
ORD11736,Customer_1736,2023-03-14 08:00:00,Home,8,75.67,605.36,United States
ORD11429,Customer_1429,2023-03-01 13:00:00,Clothing,1,447.63,447.63,Germany
ORD10742,Customer_742,2023-01-31 22:00:00,Clothing,1,196.44,196.44,Canada
ORD11418,Customer_1418,2023-03-01 02:00:00,Home,5,109.4,547.0,U.K.
ORD10965,Customer_965,2023-02-10 05:00:00,Clothing,2,58.62,117.24,Germany
ORD10230,Customer_230,2023-01-10 14:00:00,Clothing,1,265.72,265.72,United States
ORD12115,Customer_2115,2023-03-30 03:00:00,Sports,7,383.6,2685.2000000000003,U.K.
ORD10952,Customer_952,2023-02-09 16:00:00,Home,1,197.25,197.25,United Kingdom
ORD11380,Customer_1380,2023-02-27 12:00:00,Electronics,1,336.8,336.8,U.K.
ORD11102,Customer_1102,2023-02-15 22:00:00,Electronics,6,412.09,2472.54,France
ORD11651,Customer_1651,2023-03-10 19:00:00,Books,3,293.33,879.99,United States
ORD12479,Customer_2479,2023-04-14 07:00:00,Electronics,3,11.92,35.76,U.K.
ORD12364,Customer_2364,2023-04-09 12:00:00,Books,9,362.32,3260.88,Canada
ORD11322,Customer_1322,2023-02-25 02:00:00,Sports,4,325.12,1300.48,United States
ORD10836,Customer_836,2023-02-04 20:00:00,Clothing,6,77.05,462.3,U.K.
ORD11735,Customer_1735,2023-03-14 07:00:00,Electronics,9,315.63,2840.67,United States
ORD10374,Customer_374,2023-01-16 14:00:00,Electronics,6,321.67,1930.02,France
ORD11830,Customer_1830,2023-03-18 06:00:00,Books,4,269.34,1077.36,United Kingdom
ORD11779,Customer_1779,2023-03-16 03:00:00,Home,6,431.37,2588.2200000000003,Canada
ORD11746,Customer_1746,2023-03-14 18:00:00,Clothing,2,115.65,231.3,France
ORD10297,Customer_297,2023-01-13 09:00:00,Books,9,252.32,2270.88,Canada
ORD10598,Customer_598,2023-01-25 22:00:00,Sports,8,256.82,2054.56,United States
ORD11716,Customer_1716,2023-03-13 12:00:00,Books,4,321.28,1285.12,France
ORD10751,Customer_751,2023-02-01 07:00:00,Home,1,312.96,312.96,U.K.
ORD10099,Customer_99,2023-01-05 03:00:00,Electronics,7,15.14,105.98,U.K.
ORD11752,Customer_1752,2023-03-15 00:00:00,Home,8,471.03,3768.24,U.K.
ORD11395,Customer_1395,2023-02-28 03:00:00,Books,3,228.61,685.83,Germany
ORD10866,Customer_866,2023-02-06 02:00:00,Home,9,238.46,2146.14,France
ORD10736,Customer_736,2023-01-31 16:00:00,Electronics,8,334.23,2673.84,United States
ORD11078,Customer_1078,2023-02-14 22:00:00,Books,7,285.35,1997.4500000000005,United Kingdom
ORD12196,Customer_2196,2023-04-02 12:00:00,Clothing,1,400.7,400.7,Canada
ORD10529,Customer_529,2023-01-23 01:00:00,Sports,1,346.39,346.39,United Kingdom
ORD11444,Customer_1444,2023-03-02 04:00:00,Clothing,5,333.59,1667.9499999999998,United States
ORD11405,Customer_1405,2023-02-28 13:00:00,Home,9,268.25,2414.25,United States
ORD12029,Customer_2029,2023-03-26 13:00:00,Electronics,6,150.71,904.26,United States
ORD10636,Customer_636,2023-01-27 12:00:00,Electronics,3,375.4,1126.1999999999998,Canada
ORD12377,Customer_2377,2023-04-10 01:00:00,Electronics,9,228.71,2058.39,France
ORD10185,Customer_185,2023-01-08 17:00:00,Home,4,464.75,1859.0,France
ORD11620,Customer_1620,2023-03-09 12:00:00,Home,2,24.11,1254.8823322932917,Canada
ORD11850,Customer_1850,2023-03-19 02:00:00,Clothing,3,93.56,280.68,United States
ORD11204,Customer_1204,2023-02-20 04:00:00,Books,5,395.3,1976.5,United Kingdom
ORD11292,Customer_1292,2023-02-23 20:00:00,Books,9,314.34,2829.06,Canada
ORD11601,Customer_1601,2023-03-08 17:00:00,Clothing,1,492.03,492.03,United Kingdom
ORD12344,Customer_2344,2023-04-08 16:00:00,Clothing,6,67.18,403.08,Germany
ORD11535,Customer_1535,2023-03-05 23:00:01,Electronics,4,116.7,466.8,United States
ORD12126,Customer_2126,2023-03-30 14:00:00,Books,8,141.44,1131.52,France
ORD10511,Customer_511,2023-01-22 07:00:00,Home,8,123.6,988.8,United States
ORD11449,Customer_1449,2023-03-02 09:00:00,Books,1,156.97,156.97,U.K.
ORD11044,Customer_1044,2023-02-13 12:00:00,Books,3,256.35,769.0500000000001,U.K.
ORD11632,Customer_1632,2023-03-10 00:00:00,Clothing,5,178.26,891.3,United States
ORD11626,Customer_1626,2023-03-09 18:00:00,Sports,4,314.77,1259.08,United States
ORD12256,Customer_2256,2023-04-05 00:00:00,Sports,4,377.31,1509.24,Germany
ORD10607,Customer_607,2023-01-26 07:00:00,Electronics,3,416.61,1249.83,United States
ORD11216,Customer_1216,2023-02-20 16:00:00,Books,9,409.25,3683.25,United Kingdom
ORD10561,Customer_561,2023-01-24 09:00:00,Electronics,8,119.72,957.76,Canada
ORD10151,Customer_151,2023-01-07 07:00:00,Electronics,6,428.85,2573.1000000000004,United Kingdom
ORD11818,Customer_1818,2023-03-17 18:00:00,Home,7,31.81,222.67,United Kingdom
ORD10381,Customer_381,2023-01-16 21:00:00,Sports,5,399.58,1997.9,Germany
ORD11289,Customer_1289,2023-02-23 17:00:00,Sports,6,232.99,1397.94,United States
ORD10731,Customer_731,2023-01-31 11:00:00,Sports,6,199.86,1199.16,Germany
ORD11090,Customer_1090,2023-02-15 10:00:00,Sports,9,38.05,342.45,Canada
ORD11295,Customer_1295,2023-02-23 23:00:00,Clothing,4,317.92,1271.68,France
ORD12460,Customer_2460,2023-04-13 12:00:00,Home,3,18.65,55.95,Germany
ORD10023,Customer_23,2023-01-01 23:00:00,Electronics,4,279.73,1118.92,Canada
ORD10158,Customer_158,2023-01-07 14:00:00,Electronics,6,22.65,1254.8823322932917,France
ORD11762,Customer_1762,2023-03-15 10:00:00,Electronics,8,136.31,1254.8823322932917,Germany
ORD10861,Customer_861,2023-02-05 21:00:00,Clothing,5,65.98,329.90000000000003,Germany
ORD11242,Customer_1242,2023-02-21 18:00:00,Books,9,141.22,1270.98,United States
ORD10331,Customer_331,2023-01-14 19:00:00,Clothing,3,356.44,1069.32,Germany
ORD10902,Customer_902,2023-02-07 14:00:00,Sports,4,278.19,1112.76,Germany
ORD12142,Customer_2142,2023-03-31 06:00:00,Electronics,8,135.89,1087.12,France
ORD10091,Customer_91,2023-01-04 19:00:01,Electronics,6,494.0,2964.0,United Kingdom
ORD12002,Customer_2002,2023-03-25 10:00:00,Clothing,2,33.14,66.28,Canada
ORD10444,Customer_444,2023-01-19 12:00:00,Sports,5,207.09,1035.45,Germany
ORD10386,Customer_386,2023-01-17 02:00:01,Clothing,10,324.37,3243.7,Germany
ORD11677,Customer_1677,2023-03-11 21:00:00,Clothing,5,468.1,2340.5,Germany
ORD11642,Customer_1642,2023-03-10 10:00:01,Books,3,81.3,243.9,United States
ORD10642,Customer_642,2023-01-27 18:00:00,Sports,7,338.99,2372.9300000000003,France
ORD11453,Customer_1453,2023-03-02 13:00:00,Books,4,477.43,1909.72,U.K.
ORD11767,Customer_1767,2023-03-15 15:00:00,Electronics,7,177.42,1241.9399999999998,Canada
ORD10311,Customer_311,2023-01-13 23:00:00,Books,5,223.64,1118.1999999999998,France
ORD10351,Customer_351,2023-01-15 15:00:00,Clothing,7,29.74,208.18,United States
